transaction_id,merchant_id,transaction_timestamp,transaction_amount,merchant_avg_amount,merchant_std_amount,hour_of_day,is_weekend,time_since_last_tx_sec,merchant_age_days,is_early_lifecycle_tx,payment_method,merchant_failure_rate_7d
t_6f14be9fe3e1,m_80a272248c,2024-04-13 00:00:00.0000000,69551.00,36406.476190,23011.905397242,0,1,259200,46,0,bank,0.000000000000
t_6f16abf69d84,m_1c18ca4f64,2024-03-12 00:00:00.0000000,12638.00,42182.600000,29428.4383428683,0,0,432000,19,0,bank,0.000000000000
t_6f1a4ac3cc19,m_63f3a7cfaa,2024-04-22 00:00:00.0000000,23477.00,41912.507692,22346.7600378528,0,0,0,112,0,bank,0.000000000000
t_6f1d611da7ee,m_aef8f92b52,2024-04-23 00:00:00.0000000,14014.00,40039.271317,22582.2889194137,0,0,86400,65,0,card,0.000000000000
t_6f1e92d3ca9c,m_a86e4162cb,2024-03-18 00:00:00.0000000,29370.00,36253.727272,21728.0934609065,0,0,86400,54,0,bank,0.000000000000
t_6f264cc92d9c,m_02f4599a40,2024-08-30 00:00:00.0000000,26810.00,40254.109979,22640.719827746,0,0,86400,238,0,card,0.000000000000
t_6f26866de19d,m_65c3e0b150,2024-05-05 00:00:00.0000000,18375.00,39853.985294,22977.8345882286,0,1,0,79,0,bank,0.000000000000
t_6f3e4a2bfffe,m_f327d9e7df,2024-04-13 00:00:00.0000000,37862.00,40876.052631,22675.1041313689,0,1,86400,49,0,bank,0.000000000000
t_6f3ed064e3c6,m_3372dbb15a,2024-05-28 00:00:00.0000000,77251.00,44160.267857,21004.0108312597,0,0,259200,95,0,card,0.000000000000
t_6f4927bfc35a,m_c0ddf20c04,2024-02-28 00:00:00.0000000,42676.00,43375.701657,21527.8002545403,0,0,0,13,1,ussd,0.000000000000
t_6f49d7d3c283,m_ce35229458,2024-03-13 00:00:00.0000000,36890.00,40889.578947,21829.4214417041,0,0,172800,33,0,ussd,0.000000000000
t_6f4afaeeb409,m_b0ba9a23c9,2024-03-13 00:00:00.0000000,13971.00,37798.707317,21555.5864768787,0,0,0,24,0,ussd,0.000000000000
t_6f53f283045b,m_d057b239bc,2024-03-10 00:00:00.0000000,51934.00,40548.317460,21644.535971797,0,1,86400,54,0,ussd,0.000000000000
t_6f548d23dd3b,m_aa9beef584,2024-03-11 00:00:00.0000000,37670.00,43943.454545,20100.2670050108,0,0,86400,17,0,bank,0.000000000000
t_6f54a43f8ed1,m_8450ac37b4,2024-04-05 00:00:00.0000000,29528.00,43374.588235,24654.9614886564,0,0,86400,38,0,card,0.000000000000
t_6f55c3d32aaf,m_66e80bba52,2024-03-13 00:00:00.0000000,18348.00,39653.072243,22096.3990401278,0,0,86400,60,0,ussd,0.000000000000
t_6f5bb03ecc42,m_0f9baa1676,2024-04-06 00:00:00.0000000,27814.00,42319.967914,23075.1798103186,0,1,86400,71,0,card,0.000000000000
t_6f5ee2ae6e35,m_a65d049a77,2024-04-17 00:00:00.0000000,26691.00,41228.620087,23564.5728265923,0,0,0,67,0,card,0.000000000000
t_6f5f3e1b7482,m_2b65e6087c,2024-04-05 00:00:00.0000000,44088.00,45173.354838,22197.7313248425,0,0,86400,58,0,card,0.000000000000
t_6f618dd7da97,m_7477acaa3d,2024-03-17 00:00:00.0000000,14324.00,47160.083333,23910.8426704319,0,1,259200,37,0,bank,0.000000000000
t_6f64bfc55069,m_81efeda3e4,2024-03-13 00:00:00.0000000,74882.00,41660.933579,22999.9546703905,0,0,86400,48,0,card,0.000000000000
t_6f660112c8b5,m_d057b239bc,2024-03-14 00:00:00.0000000,62527.00,40548.317460,21644.535971797,0,0,0,58,0,card,0.000000000000
t_6f6a0a1571a8,m_03a6e19aa3,2024-03-07 00:00:00.0000000,36411.00,48859.857142,31195.6780042181,0,0,86400,25,0,card,0.000000000000
t_6f6a862af637,m_d06f0a4803,2024-05-08 00:00:00.0000000,34155.00,45597.848837,21879.1903612978,0,0,86400,82,0,bank,0.000000000000
t_6f744dfe39de,m_aebad89e92,2024-04-15 00:00:00.0000000,37287.00,33006.846153,24640.2052697494,0,0,86400,82,0,bank,0.000000000000
t_6f7511d0684d,m_955ef28d6b,2024-03-15 00:00:00.0000000,41042.00,38904.626262,23235.3756382971,0,0,0,47,0,ussd,0.000000000000
t_6f7a1fcdd53c,m_66e80bba52,2024-04-05 00:00:00.0000000,63816.00,39653.072243,22096.3990401278,0,0,86400,83,0,card,0.000000000000
t_6f7a53ec9279,m_570ff787b5,2024-05-15 00:00:00.0000000,51240.00,40998.000000,23498.0985032668,0,0,172800,117,0,bank,0.000000000000
t_6f7f1ea4d075,m_fdbae50859,2024-03-25 00:00:00.0000000,19197.00,37172.169491,24467.8754121542,0,0,86400,30,0,card,0.000000000000
t_6f821052879d,m_7cf231f57f,2024-03-09 00:00:00.0000000,26688.00,31463.000000,18430.30999468,0,1,432000,67,0,ussd,0.000000000000
t_6f833c210945,m_d2864589de,2024-09-12 00:00:00.0000000,37838.00,41319.900990,22784.1370903113,0,0,86400,215,0,bank,0.000000000000
t_6f8e8431c033,m_0f9baa1676,2024-03-15 00:00:00.0000000,45278.00,42319.967914,23075.1798103186,0,0,0,49,0,bank,0.000000000000
t_6f950147cfd4,m_12872df906,2024-03-05 00:00:00.0000000,41044.00,39013.208333,19901.0297460888,0,0,86400,52,0,ussd,0.000000000000
t_6f96d6e2af59,m_63f3a7cfaa,2024-04-03 00:00:00.0000000,59895.00,41912.507692,22346.7600378528,0,0,0,93,0,bank,0.000000000000
t_6f9bc2df4640,m_9b205603cb,2024-04-23 00:00:00.0000000,17076.00,36698.333333,23573.629712739,0,0,172800,103,0,ussd,0.000000000000
t_6f9ff11541c8,m_1a68c4cbb4,2024-02-27 00:00:00.0000000,15118.00,39142.461538,21390.3761327978,0,0,NULL,11,1,card,0.000000000000
t_6fa2354427ee,m_e12f461842,2024-04-10 00:00:00.0000000,52258.00,34592.629629,22989.3261924013,0,0,172800,86,0,bank,0.000000000000
t_6fa3d404a2fd,m_7243af85da,2024-03-19 00:00:00.0000000,12442.00,46291.565217,22434.1126733093,0,0,518400,57,0,card,0.000000000000
t_6fa74cfeae03,m_98212f2404,2024-06-10 00:00:00.0000000,61225.00,37227.500000,21901.3833272345,0,0,345600,123,0,ussd,0.000000000000
t_6fb53a25b0d8,m_16e1660a09,2024-07-27 00:00:00.0000000,79041.00,44959.920000,23073.9943863872,0,1,86400,162,0,ussd,0.000000000000
t_6fb87511e592,m_66d24572cc,2024-04-14 00:00:00.0000000,71877.00,41352.662116,23324.7117931033,0,1,86400,91,0,ussd,0.000000000000
t_6fbab28476fe,m_a0ecbb09ce,2024-05-27 00:00:00.0000000,67133.00,43762.011111,23730.0233892859,0,0,172800,115,0,card,0.000000000000
t_6fc03984c0f1,m_3098bbde3c,2024-03-08 00:00:00.0000000,42021.00,38969.666666,21304.1406197179,0,0,0,13,1,bank,0.000000000000
t_6fc67e7c19c1,m_65c3e0b150,2024-05-26 00:00:00.0000000,61220.00,39853.985294,22977.8345882286,0,1,86400,100,0,ussd,0.000000000000
t_6fc8db8ee31a,m_63f3a7cfaa,2024-03-07 00:00:00.0000000,76309.00,41912.507692,22346.7600378528,0,0,86400,66,0,ussd,0.000000000000
t_6fcb68e2f8fb,m_7b4d7a2894,2024-05-16 00:00:00.0000000,8523.00,42859.812182,22761.5701632418,0,0,0,87,0,bank,0.000000000000
t_6fcd8982ba86,m_65c3e0b150,2024-10-11 00:00:00.0000000,65303.00,39853.985294,22977.8345882286,0,0,0,238,0,ussd,0.000000000000
t_6fd659999e51,m_9934f53be6,2024-05-05 00:00:00.0000000,69370.00,44262.259475,22762.8780152629,0,1,86400,100,0,ussd,0.000000000000
t_6fdad4b8cdfc,m_da065a694d,2024-03-29 00:00:00.0000000,15394.00,41193.751445,21704.3823605505,0,0,0,76,0,bank,0.000000000000
t_6fdd26480b3b,m_0a33294aa4,2024-03-01 00:00:00.0000000,60415.00,35012.595121,22136.3511536792,0,0,86400,22,0,card,0.000000000000
t_6fe0b96d34f2,m_65c3e0b150,2024-09-02 00:00:00.0000000,58289.00,39853.985294,22977.8345882286,0,0,0,199,0,card,0.000000000000
t_6fe49b9e1956,m_65c3e0b150,2024-04-29 00:00:00.0000000,32806.00,39853.985294,22977.8345882286,0,0,86400,73,0,bank,0.000000000000
t_6fe8ee24e97f,m_0f9baa1676,2024-03-09 00:00:00.0000000,31045.00,42319.967914,23075.1798103186,0,1,86400,43,0,bank,0.000000000000
t_6fec8b6894b5,m_e12f461842,2024-04-08 00:00:00.0000000,64993.00,34592.629629,22989.3261924013,0,0,259200,84,0,ussd,0.000000000000
t_6ff1de4f03b9,m_65c3e0b150,2024-03-21 00:00:00.0000000,11953.00,39853.985294,22977.8345882286,0,0,0,34,0,card,0.000000000000
t_6ff1ee3f6e36,m_72932eece9,2024-01-17 00:00:00.0000000,40724.00,38692.464285,20730.2630619315,0,0,NULL,14,1,ussd,0.000000000000
t_6ff2fa6382f4,m_65c3e0b150,2024-03-14 00:00:00.0000000,32028.00,39853.985294,22977.8345882286,0,0,0,27,0,bank,0.000000000000
t_6ff4182a0f61,m_3829da0d98,2024-05-15 00:00:00.0000000,10634.00,39373.539682,23600.2238964402,0,0,86400,124,0,card,0.000000000000
t_6ff76ec16347,m_a65d049a77,2024-05-10 00:00:00.0000000,62466.00,41228.620087,23564.5728265923,0,0,86400,90,0,bank,0.000000000000
t_700799665be8,m_2fc28d4a6b,2024-03-09 00:00:00.0000000,21239.00,37720.414285,23579.7692681443,0,1,0,40,0,bank,0.000000000000
t_700c82ecf814,m_edfe8aac84,2024-03-08 00:00:00.0000000,17151.00,41038.465447,24053.4250526313,0,0,86400,54,0,card,0.000000000000
t_700d0c3f2921,m_9112550cdc,2024-04-25 00:00:00.0000000,79930.00,43241.224000,21958.4282653587,0,0,0,93,0,card,0.000000000000
t_700ea35c5119,m_65c3e0b150,2024-06-24 00:00:00.0000000,28485.00,39853.985294,22977.8345882286,0,0,86400,129,0,card,0.000000000000
t_700f2d41a335,m_184699b8c1,2024-03-19 00:00:00.0000000,63849.00,41042.231182,23998.4317941548,0,0,0,46,0,card,0.000000000000
t_70122cb4bc7d,m_edfe8aac84,2024-07-27 00:00:00.0000000,5553.00,41038.465447,24053.4250526313,0,1,0,195,0,card,0.000000000000
t_701588b88efb,m_7b4d7a2894,2024-05-19 00:00:00.0000000,72134.00,42859.812182,22761.5701632418,0,1,0,90,0,ussd,0.000000000000
t_7018026f9c4b,m_e093912b8d,2024-03-06 00:00:00.0000000,33362.00,40775.758928,23074.6251767926,0,0,86400,6,1,card,0.000000000000
t_701e650686e9,m_edfe8aac84,2024-05-05 00:00:00.0000000,16263.00,41038.465447,24053.4250526313,0,1,0,112,0,ussd,0.000000000000
t_702591fd755f,m_edfe8aac84,2024-04-13 00:00:00.0000000,31764.00,41038.465447,24053.4250526313,0,1,0,90,0,card,0.000000000000
t_702826fc0434,m_aef8f92b52,2024-03-16 00:00:00.0000000,5884.00,40039.271317,22582.2889194137,0,1,86400,27,0,ussd,0.000000000000
t_7029d2ad7717,m_98212f2404,2024-03-08 00:00:00.0000000,13564.00,37227.500000,21901.3833272345,0,0,172800,29,0,card,0.000000000000
t_702ae33859b3,m_237772a721,2024-03-08 00:00:00.0000000,25039.00,29926.958333,21929.9303464053,0,0,86400,53,0,bank,0.000000000000
t_702b03dcbaa9,m_24c4fe5068,2024-03-29 00:00:00.0000000,62361.00,40221.947368,21251.0028735655,0,0,86400,34,0,bank,0.000000000000
t_7034e9feed47,m_80a272248c,2024-04-14 00:00:00.0000000,62796.00,36406.476190,23011.905397242,0,1,86400,47,0,bank,0.000000000000
t_703568328898,m_045d08bf26,2024-03-11 00:00:00.0000000,48678.00,38369.122448,22526.8540400998,0,0,0,34,0,ussd,0.000000000000
t_70359cf74451,m_65c3e0b150,2024-03-10 00:00:00.0000000,26398.00,39853.985294,22977.8345882286,0,1,0,23,0,card,0.000000000000
t_70415ddaf184,m_17210dcac4,2024-03-24 00:00:00.0000000,63457.00,39008.690322,23308.4411265025,0,1,86400,29,0,ussd,0.000000000000
t_7042908d8049,m_8072e002cd,2024-06-04 00:00:00.0000000,47572.00,43233.148148,20258.0938433584,0,0,172800,144,0,bank,0.000000000000
t_704692baf6af,m_184699b8c1,2024-05-18 00:00:00.0000000,27420.00,41042.231182,23998.4317941548,0,1,0,106,0,ussd,0.000000000000
t_704a5e6ba12d,m_85083dd0f0,2024-03-09 00:00:00.0000000,70493.00,40013.111111,22865.250926244,0,1,0,34,0,card,0.000000000000
t_7050ea5101ef,m_309a636592,2024-04-06 00:00:00.0000000,48147.00,39659.471910,23909.4317069122,0,1,0,46,0,card,0.000000000000
t_705449b088fa,m_0f9baa1676,2024-04-04 00:00:00.0000000,50362.00,42319.967914,23075.1798103186,0,0,86400,69,0,card,0.000000000000
t_705c875d0c21,m_23c3c28070,2024-04-07 00:00:00.0000000,25756.00,40759.809248,22188.4157863681,0,1,0,57,0,bank,0.000000000000
t_7060014ecdab,m_99814a7f24,2024-04-19 00:00:00.0000000,59602.00,47378.680000,21937.8827206013,0,0,172800,57,0,card,0.000000000000
t_7060950a651e,m_66e80bba52,2024-06-18 00:00:00.0000000,15051.00,39653.072243,22096.3990401278,0,0,0,157,0,ussd,0.000000000000
t_7061c3363fcf,m_e40d65ded4,2024-07-25 00:00:00.0000000,17831.00,40606.832861,23824.5639280384,0,0,86400,159,0,ussd,0.000000000000
t_70691e505a14,m_edfe8aac84,2024-09-14 00:00:00.0000000,17751.00,41038.465447,24053.4250526313,0,1,86400,244,0,bank,0.000000000000
t_70692e5899f5,m_e40d65ded4,2024-06-14 00:00:00.0000000,30439.00,40606.832861,23824.5639280384,0,0,86400,118,0,ussd,0.000000000000
t_706ffe964ac3,m_85083dd0f0,2024-03-25 00:00:00.0000000,4435.00,40013.111111,22865.250926244,0,0,86400,50,0,bank,0.000000000000
t_707c4c68f283,m_fdbae50859,2024-03-29 00:00:00.0000000,25983.00,37172.169491,24467.8754121542,0,0,0,34,0,ussd,0.000000000000
t_7084acdff7b2,m_321414b094,2024-03-02 00:00:00.0000000,9202.00,34271.865671,21914.2550235973,0,1,0,40,0,card,0.000000000000
t_7084c86e0407,m_fe15c360c7,2024-06-03 00:00:00.0000000,48350.00,40552.071428,22689.7293023294,0,0,86400,110,0,card,0.000000000000
t_708902a21bcc,m_29ca273889,2024-04-01 00:00:00.0000000,67591.00,41348.680952,21345.124884328,0,0,86400,63,0,ussd,0.000000000000
t_7091102f5682,m_372504a9f0,2024-03-05 00:00:00.0000000,34334.00,36042.250000,23164.2297735107,0,0,86400,37,0,ussd,0.000000000000
t_70936c3d2385,m_9934f53be6,2024-03-15 00:00:00.0000000,52486.00,44262.259475,22762.8780152629,0,0,86400,49,0,bank,0.000000000000
t_70954b82e579,m_02f4599a40,2024-03-11 00:00:00.0000000,71066.00,40254.109979,22640.719827746,0,0,86400,66,0,card,0.000000000000
t_7098f3ba8404,m_237772a721,2024-04-10 00:00:00.0000000,21937.00,29926.958333,21929.9303464053,0,0,86400,86,0,bank,0.000000000000
t_709a8812af29,m_7f0123dd7d,2024-04-02 00:00:00.0000000,8518.00,43635.452830,21450.3320743222,0,0,172800,90,0,ussd,0.000000000000
t_70a0e70507ae,m_66e80bba52,2024-03-27 00:00:00.0000000,39819.00,39653.072243,22096.3990401278,0,0,0,74,0,ussd,0.000000000000
t_70a1ce3e894a,m_edfe8aac84,2024-08-08 00:00:00.0000000,25652.00,41038.465447,24053.4250526313,0,0,0,207,0,ussd,0.000000000000
t_70a45ab7b3a6,m_f5bff98523,2024-04-03 00:00:00.0000000,48169.00,39295.837209,21580.3418469369,0,0,0,48,0,ussd,0.000000000000
t_70a8742e946e,m_5817aa64f6,2024-05-09 00:00:00.0000000,71837.00,39653.935483,23519.1385585518,0,0,0,91,0,card,0.000000000000
t_70aa2daedbba,m_edfe8aac84,2024-08-04 00:00:00.0000000,79745.00,41038.465447,24053.4250526313,0,1,0,203,0,card,0.000000000000
t_70b6406611bf,m_63f3a7cfaa,2024-03-24 00:00:00.0000000,57896.00,41912.507692,22346.7600378528,0,1,86400,83,0,card,0.000000000000
t_70b7915158cd,m_edfe8aac84,2024-06-12 00:00:00.0000000,75299.00,41038.465447,24053.4250526313,0,0,0,150,0,ussd,0.000000000000
t_70bc5d793236,m_65c3e0b150,2024-09-30 00:00:00.0000000,60817.00,39853.985294,22977.8345882286,0,0,0,227,0,bank,0.000000000000
t_70bd1705e5f4,m_49ca3ee0b3,2024-02-18 00:00:00.0000000,54137.00,42403.857142,19385.2436392918,0,1,NULL,12,1,card,0.000000000000
t_70bdcb8641cc,m_02f4599a40,2024-04-10 00:00:00.0000000,30008.00,40254.109979,22640.719827746,0,0,0,96,0,card,0.000000000000
t_70c64e58da1a,m_90203a4037,2024-03-08 00:00:00.0000000,27474.00,40008.267441,20541.6107074651,0,0,86400,36,0,ussd,0.000000000000
t_70c69ff8ea70,m_653a1a8a3d,2024-04-10 00:00:00.0000000,44016.00,44601.205882,19787.2804304967,0,0,86400,80,0,card,0.000000000000
t_70cb6745c546,m_8450ac37b4,2024-04-11 00:00:00.0000000,39739.00,43374.588235,24654.9614886564,0,0,172800,44,0,ussd,0.000000000000
t_70d816cdc4fd,m_510e9da692,2024-04-08 00:00:00.0000000,52665.00,40972.540540,24008.6988594118,0,0,86400,63,0,ussd,0.000000000000
t_70d82ba9802d,m_2fc28d4a6b,2024-03-07 00:00:00.0000000,72382.00,37720.414285,23579.7692681443,0,0,0,38,0,card,0.000000000000
t_70db45a805e7,m_1a2b51f33c,2024-06-14 00:00:00.0000000,30671.00,41227.583011,22729.2990408297,0,0,0,150,0,bank,0.000000000000
t_70dcbc3bbd98,m_dda63e3c5d,2024-03-19 00:00:00.0000000,8614.00,38607.095652,22064.4941732719,0,0,0,43,0,bank,0.000000000000
t_70e8abcd9a34,m_9112550cdc,2024-04-11 00:00:00.0000000,25007.00,43241.224000,21958.4282653587,0,0,0,79,0,card,0.000000000000
t_70e9a9cdda79,m_edfe8aac84,2024-07-15 00:00:00.0000000,77283.00,41038.465447,24053.4250526313,0,0,0,183,0,ussd,0.000000000000
t_70fc4a986837,m_184699b8c1,2024-03-22 00:00:00.0000000,78360.00,41042.231182,23998.4317941548,0,0,0,49,0,bank,0.000000000000
t_70ff490b2dff,m_366f98eda7,2024-03-21 00:00:00.0000000,67056.00,45080.800000,19863.5239232186,0,0,345600,55,0,ussd,0.000000000000
t_7101a158a899,m_e093912b8d,2024-03-09 00:00:00.0000000,17078.00,40775.758928,23074.6251767926,0,1,0,9,1,card,0.000000000000
t_71037f4bcd0d,m_1a2b51f33c,2024-04-24 00:00:00.0000000,48029.00,41227.583011,22729.2990408297,0,0,0,99,0,card,0.000000000000
t_710b4268600d,m_85083dd0f0,2024-03-13 00:00:00.0000000,36520.00,40013.111111,22865.250926244,0,0,0,38,0,card,0.000000000000
t_710b620ec22d,m_d06f0a4803,2024-03-20 00:00:00.0000000,44891.00,45597.848837,21879.1903612978,0,0,0,33,0,card,0.000000000000
t_710d7349b999,m_90203a4037,2024-03-14 00:00:00.0000000,66056.00,40008.267441,20541.6107074651,0,0,0,42,0,card,0.000000000000
t_7111c9e98c84,m_dd98fdf0c2,2024-03-02 00:00:00.0000000,51726.00,47540.500000,20867.4558839037,0,1,86400,4,1,bank,0.000000000000
t_7116eb7df984,m_045d08bf26,2024-04-30 00:00:00.0000000,5640.00,38369.122448,22526.8540400998,0,0,86400,84,0,card,0.000000000000
t_7117f5586286,m_fdbae50859,2024-04-19 00:00:00.0000000,2397.00,37172.169491,24467.8754121542,0,0,0,55,0,bank,0.000000000000
t_71180fc6827c,m_7d194318d1,2024-01-22 00:00:00.0000000,75925.00,61395.545454,17586.1575869411,0,0,NULL,10,1,card,0.000000000000
t_7119987e61fb,m_66d24572cc,2024-06-08 00:00:00.0000000,61129.00,41352.662116,23324.7117931033,0,1,0,146,0,bank,0.000000000000
t_711bc7db57cf,m_8a19a2f57a,2024-03-01 00:00:00.0000000,73887.00,34467.647058,20516.4403160648,0,0,172800,46,0,bank,0.000000000000
t_712d19f69100,m_f327d9e7df,2024-03-17 00:00:00.0000000,56524.00,40876.052631,22675.1041313689,0,1,0,22,0,card,0.000000000000
t_7132f4681cd6,m_677a0b5879,2024-03-20 00:00:00.0000000,72876.00,37068.625000,22059.0782054762,0,0,0,53,0,card,0.000000000000
t_7137850db3b2,m_8ae2078642,2024-03-16 00:00:00.0000000,66892.00,43758.251748,21972.184714299,0,1,86400,19,0,ussd,0.000000000000
t_713caffdda4f,m_184699b8c1,2024-04-09 00:00:00.0000000,77489.00,41042.231182,23998.4317941548,0,0,86400,67,0,card,0.000000000000
t_714460467f93,m_955ef28d6b,2024-03-24 00:00:00.0000000,35326.00,38904.626262,23235.3756382971,0,1,86400,56,0,ussd,0.000000000000
t_71468ecfa419,m_2414ba1714,2024-04-25 00:00:00.0000000,10720.00,36832.250000,23292.2830172258,0,0,172800,104,0,bank,0.000000000000
t_71570c4efbb5,m_7d194318d1,2024-03-06 00:00:00.0000000,79156.00,61395.545454,17586.1575869411,0,0,172800,54,0,card,0.000000000000
t_71572fa1b4f1,m_1a2b51f33c,2024-05-18 00:00:00.0000000,39256.00,41227.583011,22729.2990408297,0,1,86400,123,0,ussd,0.000000000000
t_71587b365b63,m_b97ad0826f,2024-03-12 00:00:00.0000000,64404.00,41019.527131,21757.0399627043,0,0,0,54,0,bank,0.000000000000
t_715dfd9dbbff,m_1382df1f71,2024-04-18 00:00:00.0000000,63666.00,45087.366666,25422.7711429155,0,0,86400,73,0,bank,0.000000000000
t_71647f9e2440,m_cfaad15ce5,2024-04-21 00:00:00.0000000,47471.00,43576.425287,22342.1760347638,0,1,0,106,0,card,0.000000000000
t_716802ad2fd9,m_d06f0a4803,2024-05-01 00:00:00.0000000,19807.00,45597.848837,21879.1903612978,0,0,0,75,0,ussd,0.000000000000
t_716c682ae504,m_65c3e0b150,2024-08-12 00:00:00.0000000,46153.00,39853.985294,22977.8345882286,0,0,86400,178,0,card,0.000000000000
t_716fb5e9be1c,m_40f0ac96eb,2024-04-08 00:00:00.0000000,5058.00,43517.903614,21017.581049239,0,0,86400,76,0,ussd,0.000000000000
t_7178f3192d78,m_842c3a84a3,2024-03-11 00:00:00.0000000,66280.00,39871.222222,24554.3034106463,0,0,86400,69,0,card,0.000000000000
t_717a1fe12be1,m_9934f53be6,2024-07-22 00:00:00.0000000,11903.00,44262.259475,22762.8780152629,0,0,0,178,0,ussd,0.000000000000
t_717d936f1cc3,m_02f4599a40,2024-09-15 00:00:00.0000000,28007.00,40254.109979,22640.719827746,0,1,0,254,0,card,0.000000000000
t_717ff3d59e5d,m_66d24572cc,2024-07-14 00:00:00.0000000,3428.00,41352.662116,23324.7117931033,0,1,86400,182,0,ussd,0.000000000000
t_71810e483246,m_02f4599a40,2024-03-13 00:00:00.0000000,25241.00,40254.109979,22640.719827746,0,0,86400,68,0,ussd,0.000000000000
t_718ee18808d4,m_b953dac151,2024-04-12 00:00:00.0000000,58947.00,42771.914728,21872.5079373453,0,0,86400,44,0,bank,0.000000000000
t_718f62080e84,m_9112550cdc,2024-04-18 00:00:00.0000000,30554.00,43241.224000,21958.4282653587,0,0,86400,86,0,bank,0.000000000000
t_719103e41ecf,m_65c3e0b150,2024-05-24 00:00:00.0000000,2026.00,39853.985294,22977.8345882286,0,0,86400,98,0,ussd,0.000000000000
t_7195f6e52f7b,m_3343cdeae1,2024-03-17 00:00:00.0000000,47913.00,56713.333333,23029.4918758666,0,1,172800,32,0,ussd,0.000000000000
t_7197c2b815bc,m_8a19a2f57a,2024-02-28 00:00:00.0000000,14771.00,34467.647058,20516.4403160648,0,0,2851200,44,0,ussd,0.000000000000
t_719a00dd4542,m_7b4d7a2894,2024-04-23 00:00:00.0000000,43662.00,42859.812182,22761.5701632418,0,0,86400,64,0,card,0.000000000000
t_719dec37ab1d,m_1a2b51f33c,2024-04-05 00:00:00.0000000,29668.00,41227.583011,22729.2990408297,0,0,86400,80,0,ussd,0.000000000000
t_71a15762dec8,m_282750b3a4,2024-03-13 00:00:00.0000000,37507.00,37458.516483,23786.2373328045,0,0,0,57,0,card,0.000000000000
t_71a1caed8520,m_81efeda3e4,2024-04-29 00:00:00.0000000,44930.00,41660.933579,22999.9546703905,0,0,0,95,0,ussd,0.000000000000
t_71a29de06864,m_0f9baa1676,2024-05-28 00:00:00.0000000,18674.00,42319.967914,23075.1798103186,0,0,0,123,0,ussd,0.000000000000
t_71a51e3bd506,m_8ea0fd18f2,2024-04-10 00:00:00.0000000,27167.00,38851.161290,20065.4783414978,0,0,172800,53,0,ussd,0.000000000000
t_71a5639c3597,m_aa052e5b6f,2024-03-20 00:00:00.0000000,60418.00,38837.712328,22825.380314149,0,0,0,78,0,card,0.000000000000
t_71a68c54c20d,m_dda63e3c5d,2024-03-27 00:00:00.0000000,37517.00,38607.095652,22064.4941732719,0,0,0,51,0,bank,0.000000000000
t_71a6dd77297b,m_99814a7f24,2024-03-05 00:00:00.0000000,57711.00,47378.680000,21937.8827206013,0,0,172800,12,1,ussd,0.000000000000
t_71a7ec27c905,m_3095be967f,2024-03-04 00:00:00.0000000,74621.00,40794.200000,21630.7942635446,0,0,0,29,0,bank,0.000000000000
t_71ae24dff9ed,m_0819a74639,2024-04-25 00:00:00.0000000,62599.00,45660.384615,22923.9247117566,0,0,345600,90,0,ussd,0.000000000000
t_71aef0374cf6,m_c629cab247,2024-03-05 00:00:00.0000000,43623.00,40352.262135,23938.9633659951,0,0,86400,10,1,card,0.000000000000
t_71b088183370,m_7f7d8e35d9,2024-07-17 00:00:00.0000000,61147.00,45256.117187,24006.6943408528,0,0,172800,169,0,bank,0.000000000000
t_71b124b30199,m_0a33294aa4,2024-02-15 00:00:00.0000000,3085.00,35012.595121,22136.3511536792,0,0,NULL,7,1,ussd,0.000000000000
t_71b48092acf7,m_63f3a7cfaa,2024-05-11 00:00:00.0000000,64643.00,41912.507692,22346.7600378528,0,1,0,131,0,bank,0.000000000000
t_71b49f571b31,m_729489e917,2024-04-30 00:00:00.0000000,58561.00,41888.717391,22074.908187717,0,0,172800,93,0,card,0.000000000000
t_71b61c6eafcc,m_b3b2c91d06,2024-04-17 00:00:00.0000000,23925.00,42289.549019,21253.537349204,0,0,0,78,0,bank,0.000000000000
t_71b88ef43eac,m_f5bff98523,2024-04-16 00:00:00.0000000,66211.00,39295.837209,21580.3418469369,0,0,86400,61,0,ussd,0.000000000000
t_71bbf9cbb9cc,m_02f4599a40,2024-07-31 00:00:00.0000000,41920.00,40254.109979,22640.719827746,0,0,86400,208,0,ussd,0.000000000000
t_71bc8aa3d390,m_a0ecbb09ce,2024-07-22 00:00:00.0000000,68783.00,43762.011111,23730.0233892859,0,0,345600,171,0,card,0.000000000000
t_71c210598306,m_63f3a7cfaa,2024-05-15 00:00:00.0000000,68646.00,41912.507692,22346.7600378528,0,0,86400,135,0,bank,0.000000000000
t_71c3fbcfe332,m_372504a9f0,2024-03-11 00:00:00.0000000,36808.00,36042.250000,23164.2297735107,0,0,259200,43,0,card,0.000000000000
t_71c4c8949c7e,m_17210dcac4,2024-03-01 00:00:00.0000000,36341.00,39008.690322,23308.4411265025,0,0,86400,6,1,ussd,0.000000000000
t_71c74b0e6e29,m_edfe8aac84,2024-05-03 00:00:00.0000000,77058.00,41038.465447,24053.4250526313,0,0,0,110,0,card,0.000000000000
t_71c9dc2dd1d9,m_b3b2c91d06,2024-03-20 00:00:00.0000000,54096.00,42289.549019,21253.537349204,0,0,0,50,0,bank,0.000000000000
t_71cc5c62ac79,m_3343cdeae1,2024-02-29 00:00:00.0000000,5937.00,56713.333333,23029.4918758666,0,0,172800,15,0,bank,0.000000000000
